Index,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10
537,-1316,0,1000,1000,277,997,46,1000,21,7
538,-1126,0,1000,1000,198,925,46,1000,21,7
539,-1257,0,1000,1000,141,1000,56,1000,12,0
540,-1316,0,1000,1000,105,1000,65,1000,4,7
541,-1158,0,1000,1000,69,1000,75,11,1000,1000
542,-1100,0,1000,1000,48,1000,86,5,1000,1000
543,-1062,0,1000,1000,20,1000,66,1000,1000,1000
544,-962,0,1000,1000,1000,1000,86,1000,1000,1000
545,-832,0,1000,1000,1000,939,107,1000,1000,1000
546,-690,0,1000,1000,1000,827,137,1000,1000,1000
547,-557,0,1000,1000,1000,768,211,1000,1000,1000
548,-419,0,1000,1000,1000,680,261,1000,1000,1000
549,-236,0,1000,1000,1000,570,334,1000,1000,1000
550,-53,0,1000,1000,1000,457,404,1000,1000,1000
551,125,0,1000,1000,1000,372,497,1000,1000,1000
552,279,0,1000,1000,1000,310,589,1000,1000,1000
553,415,0,1000,1000,1000,236,651,1000,1000,1000
554,569,0,1000,1000,1000,176,745,1000,1000,1000
555,678,0,1000,1000,1000,137,815,1000,1000,1000
556,784,0,6,5,1000,126,930,1000,1000,1000
557,851,0,20,6,1000,103,993,6,1000,1000
558,890,0,33,23,1000,78,1000,19,1000,1000
559,965,0,34,23,1000,54,1000,47,1000,1000
560,1029,0,33,23,1000,31,1000,60,1000,1000
561,979,0,33,40,6,31,1000,60,1000,1000
562,1005,0,33,40,6,6,1000,74,1000,1000
563,989,0,38,30,1000,6,1000,66,1000,1000
564,953,0,39,31,1000,17,1000,52,1000,0
565,892,0,39,31,1000,17,959,52,1000,0
566,893,0,39,31,1000,16,959,52,1000,0
567,915,0,47,41,1000,7,1000,47,1000,1000
568,844,0,59,39,4,52,996,45,4,6
569,735,0,65,47,11,77,955,37,1000,12
570,605,0,59,39,4,149,894,18,4,6
571,502,0,38,29,1000,208,832,1000,1000,1000
572,444,0,32,21,1000,271,812,1000,1000,1000
573,335,0,32,21,1000,320,741,1000,1000,6
574,269,0,24,12,1000,356,669,1000,1000,12
575,193,0,12,6,1000,407,609,1000,1000,13
576,75,0,20,6,1000,470,568,1000,6,8
577,-55,0,20,6,1000,569,538,1000,6,7
578,-161,0,5,5,1000,652,464,1000,4,20
579,-295,0,5,4,1000,726,402,1000,4,20
580,-380,0,6,5,1000,765,332,1000,20,20
581,-469,0,5,5,1000,815,291,1000,20,20
582,-798,0,5,128,1000,887,249,1000,20,20
583,-963,0,18,183,1000,912,208,1000,20,32
584,-974,0,11,100,1000,1000,176,1000,11,25
585,-942,0,6,76,6,1000,148,1000,21,34
586,-959,0,6,93,6,1000,148,1000,20,34
587,-828,0,6,94,6,866,148,1000,6,34
588,-575,0,1000,65,1000,751,197,1000,11,39
589,-567,0,5,57,1000,774,249,1000,4,32
590,-524,0,5,57,1000,813,331,1000,4,32
591,-462,0,1000,83,1000,799,402,1000,4,39
592,-390,0,1000,93,1000,813,516,1000,4,33
593,-215,0,1000,118,1000,725,669,1000,1000,25
594,-145,0,1000,172,1000,675,771,1000,1000,32
595,-82,0,1000,201,1000,593,825,1000,1000,20
596,42,0,1000,148,1000,506,794,1000,1000,7
597,139,0,1000,102,1000,456,774,1000,1000,0
598,252,0,1000,76,1000,421,806,1000,1000,1000
599,352,0,1000,58,1000,372,826,1000,1000,1000
600,414,0,1000,48,1000,358,856,1000,1000,1000
601,516,0,1000,40,1000,323,909,1000,1000,1000
602,586,0,1000,40,1000,274,930,1000,1000,1000
603,691,0,1000,22,1000,250,980,1000,1000,1000
604,736,0,1000,22,1000,225,1000,1000,1000,1000
605,815,0,1000,23,1000,177,1000,1000,1000,1000
606,849,0,1000,4,1000,175,1000,1000,1000,1000
607,858,0,1000,1000,1000,161,1000,1000,1000,1000
608,861,0,1000,4,1000,151,1000,1000,1000,1000
609,864,0,1000,5,1000,175,1000,1000,1000,1000
610,864,0,1000,1000,1000,175,1000,1000,1000,1000
611,853,0,1000,1000,1000,186,1000,1000,1000,1000
612,798,0,1000,1000,1000,200,998,1000,1000,1000
613,744,0,1000,1000,1000,237,981,1000,1000,1000
614,674,0,1000,1000,1000,287,961,1000,1000,1000
615,567,0,1000,1000,1000,311,878,1000,1000,1000
616,432,0,1000,1000,1000,383,815,1000,1000,1000
617,346,0,1000,1000,1000,408,754,1000,1000,1000
618,233,0,1000,1000,1000,470,703,1000,1000,1000
619,122,0,1000,1000,1000,520,642,1000,1000,1000
620,-26,0,1000,1000,1000,593,567,1000,1000,1000
621,-193,0,1000,1000,1000,678,485,1000,1000,1000
622,-352,0,1000,1000,1000,776,424,1000,1000,1000
623,-473,0,1000,1000,1000,827,354,1000,1000,1000
624,-574,0,1000,1000,1000,867,293,1000,1000,1000
625,-629,0,1000,1000,1000,902,273,1000,1000,1000
626,-754,0,1000,1000,1000,964,210,1000,1000,1000
627,-824,0,1000,1000,1000,1000,190,1000,1000,1000
628,-900,0,1000,1000,1000,1000,149,1000,1000,1000
629,-891,0,1000,1000,1000,1000,157,1000,1000,1000
630,-854,0,1000,1000,1000,1000,169,1000,1000,1000
631,-805,0,1000,1000,1000,1000,219,1000,1000,1000
632,-726,0,1000,1000,1000,986,260,1000,1000,1000
633,-603,0,1000,1000,1000,917,314,1000,1000,1000
634,-509,0,1000,1000,1000,852,343,1000,1000,1000
635,-372,0,1000,1000,1000,767,395,1000,1000,1000
636,-218,0,1000,1000,1000,704,486,1000,1000,1000
637,-19,0,1000,1000,1000,619,600,1000,1000,1000
638,120,0,1000,1000,1000,531,651,1000,1000,1000
639,255,0,1000,1000,1000,457,712,1000,1000,1000
640,327,0,1000,1000,1000,447,774,1000,1000,1000
641,430,0,1000,1000,1000,397,827,1000,1000,1000
642,474,0,1000,1000,1000,383,857,1000,1000,1000
643,563,0,1000,1000,1000,336,899,1000,1000,1000
644,647,0,1000,1000,1000,320,967,1000,1000,1000
645,701,0,1000,1000,1000,297,998,1000,1000,1000
646,758,0,1000,1000,1000,273,1000,1000,1000,1000
647,788,0,1000,1000,1000,260,1000,1000,1000,1000
648,823,0,1000,1000,1000,248,1000,1000,1000,1000
649,832,0,1000,1000,1000,248,1000,1000,1000,1000
650,855,0,1000,1000,1000,235,1000,1000,1000,1000
651,803,0,1000,1000,1000,252,1000,1000,1000,1000
652,808,0,1000,1000,1000,276,1000,1000,1000,1000
653,818,0,1000,1000,1000,287,1000,1000,1000,1000
654,747,0,1000,1000,1000,323,1000,1000,1000,1000
655,660,0,1000,1000,1000,373,1000,1000,1000,1000
656,592,0,1000,1000,1000,408,1000,1000,1000,1000
657,481,0,1000,1000,1000,457,938,1000,1000,1000
658,346,0,1000,1000,1000,531,877,1000,1000,1000
659,248,0,1000,1000,6,569,826,1000,1000,1000
660,124,0,1000,5,6,642,784,1000,1000,1000
661,-57,0,1000,6,6,741,703,1000,1000,1000
662,-241,0,1000,6,21,840,641,1000,1000,1000
663,-482,0,1000,23,34,949,558,1000,1000,1000
664,-650,0,1000,22,48,1000,496,1000,1000,1000
665,-785,0,1000,30,54,1000,443,1000,1000,1000
666,-915,0,1000,40,62,1000,393,1000,1000,1000
667,-1031,0,1000,48,69,1000,361,1000,1000,1000
668,-1121,0,5,40,82,1000,340,5,1000,1000
669,-1225,0,19,58,91,1000,320,5,1000,1000
670,-1169,0,18,58,91,1000,352,5,1000,1000
671,-1064,0,20,59,77,1000,393,5,1000,1000
672,-921,0,25,49,69,1000,444,11,1000,1000
673,-793,0,12,66,68,1000,524,11,1000,1000
674,-556,0,11,47,68,995,627,11,1000,1000
675,-365,0,11,65,54,897,730,11,1000,1000
676,-96,0,5,58,48,774,833,18,1000,1000
677,67,0,5,57,62,664,907,18,1000,1000
678,253,0,1000,47,54,577,977,11,1000,1000
679,451,0,5,57,48,493,1000,18,4,1000
680,567,0,6,59,63,446,1000,33,5,1000
681,-228,0,6,59,48,370,249,46,6,1000
682,839,0,1000,56,47,319,1000,58,4,1000
683,898,0,4,56,47,295,1000,72,4,1000
684,943,0,1000,46,53,257,1000,78,1000,1000
685,956,0,1000,39,47,245,1000,86,4,6
686,1025,0,4,56,46,221,1000,100,4,45
687,1208,0,4,57,47,221,1000,113,4,156
688,1337,0,1000,48,54,209,1000,120,12,197
689,1258,0,1000,49,54,210,1000,121,12,144
690,1177,0,5,58,48,200,1000,115,20,73
691,1119,0,10,57,53,208,1000,106,42,38
692,924,0,18,74,61,246,1000,86,35,6
693,896,0,24,65,53,282,1000,79,42,1000
694,772,0,32,74,61,320,1000,59,35,1000
695,687,0,38,65,68,380,1000,51,42,1000
696,511,0,45,74,61,454,1000,32,35,1000
697,323,0,45,75,62,517,1000,32,36,1000
698,104,0,52,66,69,603,937,25,28,1000
699,-143,0,60,76,62,701,833,19,20,1000
700,-301,0,52,66,68,824,751,25,28,1000
701,-565,0,59,74,75,933,637,32,20,1000
702,-815,0,59,75,75,1000,524,18,4,1000
703,-924,0,51,65,82,1000,442,24,1000,1000
704,-1146,0,59,75,90,1000,372,18,1000,1000
705,-1250,0,59,75,90,1000,331,18,1000,1000
706,-1337,0,59,75,104,1000,290,18,1000,1000
707,-1341,0,51,75,117,1000,287,18,1000,1000
708,-1321,0,60,76,105,1000,311,19,1000,1000
709,-1155,0,52,66,97,1000,361,25,1000,1000
710,-991,0,52,65,83,1000,402,25,1000,1000
711,-878,0,52,65,82,1000,463,25,1000,1000
712,-800,0,52,83,82,995,524,24,1000,1000
713,-633,0,59,75,76,910,577,32,4,1000
714,-454,0,59,74,75,836,679,32,4,1000
715,-285,0,59,74,75,738,750,32,4,1000
716,-144,0,72,75,75,664,832,32,4,6
717,16,0,86,75,62,590,906,45,4,6
718,89,0,93,66,69,553,958,38,12,0
719,-779,1000,1000,1000,1000,1000,1000,1000,1000,1000
720,375,0,85,74,60,466,1000,58,19,6
721,484,0,64,81,66,427,1000,50,10,11
722,616,0,64,82,67,354,1000,64,10,11
723,759,0,58,74,60,319,1000,72,19,18
724,916,0,4,74,60,294,1000,86,19,18
725,930,0,31,74,60,269,1000,99,19,18
726,951,0,44,74,74,245,1000,113,19,18
727,1005,0,46,76,62,224,1000,128,20,20
728,1082,0,33,76,62,200,1000,129,21,34
729,1090,0,46,76,62,200,1000,142,36,33
730,1093,0,45,74,75,198,1000,155,35,32
731,1085,0,59,74,75,198,1000,161,35,32
732,1105,0,45,74,75,198,1000,155,35,32
733,1069,0,51,82,67,233,1000,147,26,38
734,1054,0,45,74,61,246,1000,133,35,32
735,1015,0,38,65,68,258,1000,126,27,38
736,929,0,31,57,61,295,1000,100,35,32
737,830,0,25,66,54,356,1000,79,43,39
738,682,0,33,59,62,420,1000,73,36,46
739,483,0,33,59,62,493,997,59,36,46
740,313,0,32,57,61,541,894,59,36,32
741,120,0,32,57,61,640,803,58,35,32
742,-73,0,37,47,68,724,709,51,27,38
743,-239,0,32,57,61,821,625,58,35,32
744,-418,0,32,57,62,921,544,59,36,32
745,-599,0,32,57,75,1000,474,58,35,32
746,-734,0,32,58,76,1000,413,59,36,33
747,-859,0,32,40,91,1000,352,59,36,33
748,-976,0,38,48,111,1000,299,52,43,39
749,-1051,0,32,57,124,1000,277,58,35,45
750,-1062,0,30,65,145,1000,266,71,42,44
751,-1086,0,37,65,138,1000,257,64,42,37
752,-1015,0,32,58,132,1000,289,59,51,45
753,-975,0,37,65,110,1000,298,65,42,51
754,-809,0,37,57,95,1000,339,64,51,51
755,-728,0,32,57,75,1000,351,59,51,45
756,-717,0,32,93,76,1000,393,59,36,46
757,0,1000,1000,1000,1000,1000,1000,1000,1000,1000
758,-631,0,36,205,52,844,501,50,41,37
759,-492,0,37,188,53,770,562,50,42,24
760,-299,0,36,170,52,697,624,50,41,37
761,-136,0,37,152,38,648,686,50,42,37
762,35,0,23,134,38,574,728,50,41,37
763,124,0,30,127,31,514,780,44,34,31
764,207,0,25,137,40,456,855,38,28,26
765,217,0,25,155,25,431,876,38,28,12
766,194,0,25,172,25,381,834,38,27,12
767,132,0,18,181,18,344,761,31,20,6
768,-8,0,18,183,19,321,640,32,4,1000
769,16,0,11,190,25,283,628,37,4,1000
770,105,0,11,190,11,258,678,37,1000,1000
771,288,0,5,165,4,246,784,32,4,1000
772,439,0,5,146,5,223,887,32,1000,1000
773,587,0,5,146,5,199,1000,32,1000,1000
774,716,0,1000,120,1000,161,1000,38,1000,1000
775,727,0,1000,120,1000,161,1000,38,1000,1000
776,763,0,1000,102,1000,139,1000,39,1000,1000
777,808,0,1000,76,1000,126,1000,32,1000,1000
778,834,0,1000,58,1000,126,1000,33,1000,1000
779,874,0,1000,22,1000,126,991,32,1000,1000
780,906,0,1000,5,1000,126,992,33,1000,1000
781,897,0,1000,1000,1000,102,971,19,1000,1000
782,861,0,1000,1000,1000,127,960,19,1000,1000
783,863,0,1000,1000,1000,113,960,11,1000,1000
784,813,0,1000,1000,1000,127,940,1000,1000,1000
785,788,0,1000,1000,1000,153,941,1000,1000,1000
786,688,0,1000,1000,1000,202,890,1000,1000,1000
787,598,0,1000,1000,1000,250,848,1000,1000,1000
788,516,0,1000,1000,1000,299,815,1000,1000,1000
789,385,0,1000,1000,1000,348,733,1000,1000,1000
790,264,0,1000,1000,1000,408,672,1000,1000,1000
791,108,0,1000,1000,1000,482,590,1000,1000,1000
792,-75,0,1000,1000,1000,594,519,1000,1000,1000
793,-254,0,1000,1000,1000,679,425,1000,1000,1000
794,-433,0,1000,1000,1000,768,335,1000,1000,1000
795,-569,0,1000,1000,1000,848,279,1000,1000,1000
796,-756,0,1000,1000,1000,987,231,1000,1000,1000
797,-894,0,1000,1000,1000,1000,177,1000,1000,1000
798,-1036,0,1000,1000,6,1000,107,1000,1000,1000
799,-1109,0,1000,1000,34,1000,87,1000,1000,1000
800,-1148,0,1000,1000,55,1000,55,1000,1000,1000
801,-1194,0,1000,1000,55,1000,34,1000,1000,1000
802,-1152,0,1000,1000,42,1000,36,1000,1000,1000
803,-1151,0,1000,1000,28,1000,17,1000,1000,1000
804,-1084,0,1000,1000,0,1000,17,1000,1000,1000
805,-1038,0,1000,1000,1000,1000,37,1000,1000,1000
806,-1098,0,1000,1000,1000,1000,27,1000,1000,1000
807,-1003,0,1000,1000,1000,1000,48,1000,1000,1000
808,-757,0,1000,1000,1000,1000,89,1000,102,1000
809,-674,0,1000,1000,1000,952,129,1000,85,1000
810,-728,0,1000,1000,1000,879,151,1000,1000,1000
811,-673,0,1000,1000,1000,845,172,1000,1000,1000
812,-553,0,1000,1000,1000,746,193,1000,1000,1000
813,-530,0,1000,1000,1000,723,193,1000,1000,1000
814,-480,0,1000,1000,1000,673,193,1000,1000,1000
815,-436,0,1000,1000,1000,657,221,1000,1000,1000
816,-418,0,1000,1000,1000,672,254,1000,1000,1000
817,-391,0,1000,1000,1000,633,242,1000,1000,1000
818,-440,0,1000,1000,1000,683,243,1000,1000,1000
819,-444,0,1000,1000,1000,708,264,1000,1000,1000
820,-401,0,1000,1000,1000,697,296,1000,1000,1000
821,-401,0,1000,1000,1000,697,296,1000,1000,1000
822,-362,0,1000,1000,1000,658,296,1000,1000,1000
823,-333,0,1000,1000,1000,659,326,1000,1000,1000
824,-267,0,1000,1000,1000,633,366,1000,1000,1000
825,-220,0,1000,1000,1000,597,377,1000,1000,1000
826,-153,0,1000,1000,1000,559,406,1000,1000,1000
827,-109,0,1000,1000,1000,545,436,1000,1000,1000
828,-15,0,1000,1000,1000,475,460,1000,1000,1000
829,51,0,1000,1000,1000,450,501,1000,1000,1000
830,101,0,1000,1000,1000,400,501,1000,1000,1000
831,179,0,1000,1000,1000,351,530,1000,1000,1000
832,213,0,1000,1000,1000,339,552,1000,1000,1000
833,257,0,1000,1000,1000,311,568,1000,1000,1000
834,279,0,1000,1000,1000,312,591,1000,1000,1000
835,324,0,1000,1000,1000,287,611,1000,1000,1000
836,337,0,1000,1000,1000,262,599,1000,1000,1000
837,349,0,1000,1000,1000,253,602,1000,1000,1000
838,350,0,1000,1000,1000,252,602,1000,1000,1000
839,339,0,1000,1000,1000,252,591,1000,1000,1000
840,353,0,1000,1000,1000,240,593,1000,1000,1000
841,334,0,1000,1000,1000,230,564,1000,1000,1000
842,368,0,1000,1000,1000,206,574,1000,1000,1000
843,334,0,1000,1000,1000,229,563,1000,1000,1000
844,287,0,1000,1000,1000,265,552,1000,1000,1000
845,178,0,1000,1000,1000,303,481,1000,1000,1000
846,-6,0,1000,1000,1000,302,296,1000,1000,1000
847,-135,0,1000,1000,1000,328,193,1000,1000,1000
848,-225,0,1000,1000,1000,377,152,1000,1000,1000
849,-292,0,1000,1000,1000,412,120,1000,1000,1000
850,-363,0,1000,1000,1000,464,101,1000,1000,1000
851,-363,0,1000,1000,1000,463,100,1000,1000,1000
852,-435,0,1000,1000,1000,526,91,1000,1000,1000
853,-479,0,1000,1000,1000,537,58,1000,1000,1000
854,-587,0,1000,1000,1000,645,58,1000,1000,1000
855,-575,0,1000,1000,1000,633,58,1000,1000,1000
856,-649,0,1000,1000,1000,698,49,1000,1000,1000
857,-701,0,1000,1000,1000,771,70,1000,1000,1000
858,-727,0,1000,1000,1000,797,70,1000,1000,1000
859,-683,0,1000,1000,1000,782,99,1000,1000,1000
860,-665,0,1000,1000,1000,797,132,1000,1000,1000
861,-522,0,1000,1000,1000,684,162,1000,1000,1000
862,-326,0,1000,1000,1000,574,234,1000,8,1000
863,-77,0,1000,1000,1000,474,356,1000,23,1000
864,154,0,1000,1000,1000,326,480,1000,1000,1000
865,402,0,1000,1000,1000,288,612,1000,45,1000
866,713,0,1000,1000,1000,300,725,1000,165,1000
867,529,0,1000,1000,1000,276,767,1000,22,1000
868,543,0,1000,1000,1000,262,805,1000,1000,1000
869,565,0,1000,1000,1000,251,816,1000,1000,1000
870,586,0,1000,1000,1000,252,838,1000,1000,1000
871,642,0,1000,1000,1000,225,867,1000,1000,1000
872,676,0,1000,1000,1000,200,876,1000,1000,1000
873,690,0,1000,1000,1000,187,877,1000,1000,1000
874,634,0,1000,1000,1000,200,834,1000,1000,1000
875,666,0,1000,1000,1000,201,867,1000,1000,1000
876,625,0,1000,1000,1000,201,826,1000,1000,1000
877,580,0,1000,1000,1000,226,806,1000,1000,1000
878,528,0,1000,1000,1000,228,756,1000,1000,1000
879,474,0,1000,1000,1000,253,727,1000,1000,1000
880,411,0,1000,1000,1000,263,674,1000,1000,1000
881,308,0,1000,1000,1000,312,620,1000,1000,1000
882,257,0,1000,1000,1000,325,582,1000,1000,1000
883,167,0,1000,1000,1000,374,541,1000,1000,1000
884,75,0,1000,1000,1000,434,509,1000,1000,1000
885,-63,0,1000,1000,1000,521,458,1000,1000,1000
886,-199,0,1000,1000,1000,594,395,1000,1000,1000
887,-314,0,1000,1000,1000,668,354,1000,1000,1000
888,-405,0,1000,1000,1000,719,314,1000,1000,1000
889,-499,0,1000,1000,1000,792,293,1000,1000,1000
890,-590,0,1000,1000,1000,842,252,1000,1000,1000
891,-636,0,1000,1000,1000,876,240,1000,1000,1000
892,-749,0,1000,1000,12,950,219,1000,1000,1000
893,-839,0,1000,1000,26,998,198,1000,1000,1000
894,-831,0,1000,1000,19,1000,209,1000,1000,1000
895,-831,0,1000,1000,19,1000,209,1000,1000,1000
896,-718,0,1000,1000,19,949,259,1000,1000,1000
897,-653,0,1000,1000,20,914,291,1000,1000,1000
898,-551,0,1000,1000,6,876,334,1000,1000,1000
899,-483,0,1000,1000,13,827,363,1000,1000,1000
900,-391,0,1000,6,20,766,415,1000,1000,1000
901,-235,0,1000,1000,12,702,485,1000,1000,1000
902,-100,0,1000,5,19,642,579,1000,1000,1000
903,23,0,6,5,19,568,640,1000,1000,1000
904,105,0,6,22,19,519,703,1000,1000,1000
905,169,0,19,22,34,469,764,1000,1000,1000
906,269,0,19,23,34,446,835,5,1000,1000
907,304,0,32,40,33,420,896,5,1000,1000
908,400,0,33,41,34,383,959,6,1000,1000
909,460,0,37,39,39,355,985,18,1000,1000
910,525,0,32,39,47,320,1000,18,1000,1000
911,601,0,32,39,33,295,1000,31,1000,1000
912,603,0,37,46,39,281,1000,37,1000,1000
913,701,0,24,29,39,258,1000,37,1000,1000
914,680,0,32,40,33,246,1000,32,1000,1000
915,698,0,25,30,25,258,1000,37,1000,1000
916,679,0,26,31,27,236,1000,25,1000,1000
917,727,0,12,31,12,236,1000,25,1000,1000
918,725,0,13,31,12,236,1000,25,1000,1000
919,740,0,12,12,12,235,1000,11,1000,1000
920,713,0,6,22,5,248,1000,5,1000,1000
921,692,0,6,5,6,250,971,1000,1000,1000
922,611,0,6,5,6,298,938,1000,1000,1000
923,537,0,1000,5,1000,322,868,1000,1000,1000
924,460,0,1000,1000,1000,334,794,1000,1000,1000
925,354,0,1000,1000,1000,358,712,1000,1000,1000
926,242,0,1000,1000,1000,409,651,1000,1000,1000
927,162,0,1000,1000,1000,448,610,1000,1000,1000
928,64,0,1000,1000,1000,496,560,1000,1000,1000
929,-72,0,1000,1000,1000,569,497,1000,1000,1000
930,-203,0,1000,1000,1000,618,415,1000,1000,1000
931,-321,0,1000,1000,1000,654,333,1000,1000,1000
932,-412,0,1000,1000,1000,704,292,1000,1000,1000
933,-491,0,1000,1000,1000,742,251,1000,1000,1000
934,-570,0,1000,1000,1000,789,219,1000,1000,1000
935,-777,0,1000,58,1000,865,189,1000,1000,1000
936,-1026,0,1000,149,1000,915,149,1000,1000,1000
937,-980,0,1000,96,1000,941,129,1000,1000,1000
938,-893,0,1000,41,1000,951,129,1000,1000,1000
939,-857,0,1000,6,1000,976,129,1000,1000,1000
940,-743,0,1000,1000,1000,902,159,1000,1000,1000
941,-627,0,1000,1000,1000,817,190,1000,1000,1000
942,-522,0,1000,1000,1000,753,231,1000,1000,1000
943,-466,0,1000,13,1000,705,261,1000,1000,1000
944,-406,0,1000,41,1000,669,334,1000,1000,1000
945,-419,0,1000,120,1000,653,444,1000,1000,1000
946,-266,0,1000,167,1000,603,629,1000,1000,1000
947,-34,0,1000,147,1000,518,741,1000,1000,1000
948,108,0,1000,93,1000,479,750,1000,1000,1000
949,186,0,1000,65,1000,430,730,1000,1000,1000
950,181,0,1000,47,1000,406,670,1000,1000,1000
951,271,0,1000,12,1000,357,649,1000,1000,1000
952,421,0,1000,5,1000,322,752,1000,1000,1000
953,589,0,1000,5,1000,298,896,1000,1000,1000
954,652,0,1000,1000,1000,300,952,1000,1000,1000
955,653,0,1000,1000,1000,276,929,1000,1000,1000
956,573,0,1000,1000,1000,276,849,1000,1000,1000
957,577,0,1000,1000,1000,250,827,1000,1000,1000
958,577,0,1000,1000,1000,251,828,1000,1000,1000
959,576,0,1000,1000,1000,261,837,1000,1000,1000
960,586,0,1000,1000,1000,251,837,1000,1000,1000
961,566,0,1000,1000,1000,250,816,1000,1000,1000
962,535,0,1000,1000,1000,261,796,1000,1000,1000
963,492,0,1000,1000,1000,274,766,1000,1000,1000
964,405,0,1000,1000,1000,300,705,1000,1000,1000
965,316,0,1000,1000,1000,336,652,1000,1000,1000
966,282,0,1000,1000,1000,350,632,1000,1000,1000
967,182,0,1000,1000,1000,398,580,1000,1000,1000
968,93,0,1000,1000,1000,447,540,1000,1000,1000
969,0,0,1000,1000,1000,507,507,1000,1000,1000
970,-158,0,1000,1000,1000,594,436,1000,1000,1000
971,-269,0,1000,1000,1000,644,375,1000,1000,1000
972,-383,0,1000,1000,1000,705,322,1000,1000,1000
973,-495,0,1000,1000,1000,768,273,1000,1000,1000
974,-540,0,1000,1000,1000,790,250,1000,1000,1000
975,-627,0,1000,1000,1000,819,192,1000,1000,1000
976,-745,0,1000,1000,1000,915,170,1000,1000,1000
977,-822,0,1000,1000,1000,951,129,1000,1000,1000
978,-881,0,1000,1000,1000,990,109,1000,1000,1000
979,-868,0,1000,1000,1000,977,109,1000,1000,1000
980,-786,0,1000,1000,1000,915,129,1000,1000,1000
981,-683,0,1000,1000,1000,853,170,1000,1000,1000
982,-577,0,1000,1000,1000,768,191,1000,1000,1000
983,-519,0,1000,1000,1000,731,212,1000,1000,1000
984,-104,0,1000,1000,1000,271,167,1000,1000,1000
985,-287,0,1000,1000,1000,629,342,1000,1000,1000
986,-108,0,1000,1000,1000,544,436,1000,1000,1000
987,86,0,1000,1000,1000,445,496,1000,20,1000
988,187,0,1000,1000,1000,372,559,1000,1000,1000
989,286,0,1000,1000,1000,323,609,1000,1000,1000
990,372,0,1000,1000,1000,298,670,1000,1000,1000
991,439,0,1000,1000,1000,276,715,1000,1000,1000
992,503,0,1000,1000,1000,253,756,1000,1000,1000
993,559,0,1000,1000,1000,238,797,1000,1000,1000
994,661,0,1000,1000,1000,202,848,1000,1000,8
995,703,0,1000,1000,1000,202,866,1000,1000,21
996,761,0,1000,1000,1000,187,898,1000,1000,27
997,737,0,1000,1000,1000,153,890,1000,1000,1000
998,726,0,1000,1000,1000,153,879,1000,1000,1000
999,771,0,1000,1000,1000,129,900,1000,1000,1000
1000,728,0,1000,1000,1000,140,868,1000,1000,1000
1001,718,0,1000,1000,1000,142,860,1000,1000,1000
1002,631,0,1000,1000,1000,179,810,1000,1000,1000
1003,587,0,1000,1000,1000,190,777,1000,1000,1000
1004,487,0,1000,1000,1000,227,714,1000,1000,1000
1005,412,0,1000,1000,1000,253,665,1000,1000,1000
1006,334,0,1000,1000,1000,278,612,1000,1000,1000
1007,256,0,1000,1000,1000,326,582,1000,1000,1000
1008,124,0,1000,1000,1000,385,509,1000,1000,1000
1009,8,0,1000,1000,1000,460,468,1000,1000,1000
1010,-173,0,1000,1000,1000,558,385,1000,1000,1000
1011,-331,0,1000,1000,1000,647,316,1000,1000,1000
1012,-465,0,1000,1000,1000,707,242,1000,1000,1000
1013,-531,0,1000,1000,1000,732,201,1000,1000,1000
1014,-637,0,1000,1000,1000,828,191,1000,1000,1000
1015,-802,0,1000,1000,1000,952,150,1000,1000,1000
1016,-896,0,1000,1000,1000,1000,130,1000,1000,1000
1017,-980,0,1000,1000,1000,1000,109,1000,1000,1000
1018,-1011,0,1000,1000,1000,1000,88,1000,1000,1000
1019,-955,0,1000,1000,1000,1000,109,1000,1000,1000
1020,-896,0,1000,1000,1000,1000,129,1000,1000,1000
1021,-742,0,1000,1000,1000,893,151,1000,1000,1000
1022,-602,0,1000,1000,1000,801,199,1000,1000,1000
1023,-510,0,1000,1000,1000,742,232,1000,1000,1000
1024,-398,0,1000,1000,1000,679,281,1000,1000,1000
1025,-264,0,1000,1000,1000,618,354,1000,1000,1000
1026,-86,0,1000,1000,1000,531,445,1000,1000,1000
1027,71,0,1000,1000,1000,447,518,1000,1000,1000
1028,185,0,1000,1000,1000,383,568,1000,1000,1000
1029,298,0,1000,1000,1000,326,624,1000,1000,1000
1030,394,0,1000,1000,1000,301,695,1000,1000,1000
1031,493,0,1000,1000,1000,263,756,1000,1000,1000
1032,600,0,1000,1000,1000,227,827,1000,1000,1000
1033,688,0,1000,1000,1000,202,890,1000,1000,1000
1034,761,0,1000,1000,1000,188,949,1000,1000,1000
1035,849,0,1000,1000,1000,153,1000,1000,1000,1000
1036,872,0,1000,1000,1000,140,1000,1000,1000,1000
1037,929,0,1000,1000,1000,115,1000,1000,1000,1000
1038,972,0,1000,1000,1000,101,1000,1000,1000,1000
1039,981,0,1000,1000,1000,104,1000,1000,1000,1000
1040,1002,0,1000,1000,1000,104,1000,1000,1000,1000
1041,1011,0,1000,1000,1000,117,1000,1000,1000,1000
1042,976,0,1000,1000,1000,128,1000,1000,1000,1000
1043,860,0,1000,1000,1000,164,1000,1000,1000,1000
1044,711,0,1000,1000,1000,189,900,1000,1000,1000
1045,707,0,1000,1000,1000,214,921,1000,1000,1000
1046,682,0,1000,1000,1000,239,921,1000,1000,1000
1047,602,0,1000,1000,1000,278,880,1000,1000,1000
